region	chr	midPos	Nsites
(1498,2450)(89079,90065)(50000,100000)	JASDQU010241796.1	75000	954	0.591954
(288,1710)(65230,66678)(50000,100000)	JASDQU010241817.1	75000	1424	0.707040
(1457,1663)(154697,155080)(150000,200000)	JASDQU010241819.1	175000	208	0.064278
(690,1229)(178200,178784)(150000,200000)	JASDQU010241821.1	175000	541	0.229295
(5242,5802)(118474,119053)(100000,150000)	JASDQU010241830.1	125000	562	0.222531
(59,2716)(80583,87941)(50000,100000)	JASDQU010241919.1	75000	2659	0.331649
(429,1098)(80227,80916)(50000,100000)	JASDQU010241978.1	75000	671	0.047688
(84,1335)(177716,178987)(150000,200000)	JASDQU010242010.1	175000	1253	0.584646
(238,4269)(50000,60123)(50000,100000)	JASDQU010242042.1	75000	4033	0.566571
(632,882)(154874,155125)(150000,200000)	JASDQU010242113.1	175000	252	0.047036
(2756,3231)(290216,290788)(250000,300000)	JASDQU010242150.1	275000	477	0.785750
(1220,2678)(100000,101464)(100000,150000)	JASDQU010242161.1	125000	1460	0.474354
(236,1163)(109865,127650)(100000,150000)	JASDQU010242171.1	125000	929	0.115224
(349,2543)(335348,338489)(300000,350000)	JASDQU010242224.1	325000	2196	0.434413
(1006,1207)(116969,149999)(100000,150000)	JASDQU010242248.1	125000	203	0.487697
(2507,3282)(143419,144690)(100000,150000)	JASDQU010242256.1	125000	777	0.018328
(15,805)(58384,59216)(50000,100000)	JASDQU010242262.1	75000	792	0.566984
(56,465)(68675,69181)(50000,100000)	JASDQU010242311.1	75000	411	0.030851
(1430,2625)(96900,98133)(50000,100000)	JASDQU010242316.1	75000	1197	0.280364
(512,3534)(74198,79581)(50000,100000)	JASDQU010242322.1	75000	3024	0.364398
(1054,1942)(216263,217164)(200000,250000)	JASDQU010242333.1	225000	890	0.719241
(1145,1258)(127847,127977)(100000,150000)	JASDQU010242338.1	125000	115	0.032019
(96,676)(62106,62730)(50000,100000)	JASDQU010242370.1	75000	582	0.426463
(116,140)(108586,108653)(100000,150000)	JASDQU010242383.1	125000	26	0.061023
(129,626)(58094,62132)(50000,100000)	JASDQU010242386.1	75000	499	0.034316
(2310,3321)(63172,99837)(50000,100000)	JASDQU010242389.1	75000	1013	0.102064
(502,666)(56071,56239)(50000,100000)	JASDQU010242395.1	75000	166	0.060171
(429,662)(51639,52081)(50000,100000)	JASDQU010242400.1	75000	235	0.439931
(274,568)(150826,151143)(150000,200000)	JASDQU010242421.1	175000	296	0.217564
(678,719)(99363,99431)(50000,100000)	JASDQU010242445.1	75000	43	0.061343
(1614,2667)(50000,52047)(50000,100000)	JASDQU010242544.1	75000	1055	0.193135
(33,152)(50432,50553)(50000,100000)	JASDQU010242608.1	75000	121	0.593828
(34,593)(74150,74755)(50000,100000)	JASDQU010242617.1	75000	561	0.226177
(1010,1034)(66411,66436)(50000,100000)	JASDQU010242642.1	75000	26	0.061960
(1754,2475)(153586,154311)(150000,200000)	JASDQU010242667.1	175000	723	0.525880
(7,1111)(53793,54986)(50000,100000)	JASDQU010242680.1	75000	1106	0.385883
(169,1046)(76093,78381)(50000,100000)	JASDQU010242706.1	75000	879	0.563712
(1119,1464)(78594,78949)(50000,100000)	JASDQU010242714.1	75000	347	0.038644
(2299,2418)(162704,162834)(150000,200000)	JASDQU010242727.1	175000	121	0.042350
(832,1081)(115932,116300)(100000,150000)	JASDQU010242735.1	125000	251	0.030139
(1038,1048)(150009,150026)(150000,200000)	JASDQU010242754.1	175000	12	0.061017
(912,1258)(105081,105452)(100000,150000)	JASDQU010242775.1	125000	348	0.515818
(320,551)(104981,105218)(100000,150000)	JASDQU010242785.1	125000	233	0.005302
(1624,1642)(67996,68063)(50000,100000)	JASDQU010242789.1	75000	20	0.196241
(15,1479)(162313,163779)(150000,200000)	JASDQU010242807.1	175000	1466	0.291818
(407,1402)(89350,90371)(50000,100000)	JASDQU010242817.1	75000	997	0.487497
(566,975)(53195,53643)(50000,100000)	JASDQU010242833.1	75000	411	0.290583
(995,4000)(56288,99237)(50000,100000)	JASDQU010242859.1	75000	3007	0.271188
(4001,4356)(114290,144600)(100000,150000)	JASDQU010242859.1	125000	357	0.154567
(1039,1130)(188985,189091)(150000,200000)	JASDQU010242875.1	175000	93	0.112596
(912,4986)(50888,86979)(50000,100000)	JASDQU010242882.1	75000	4076	0.494319
(2,21)(124002,124053)(100000,150000)	JASDQU010242884.1	125000	21	0.045749
(1205,1337)(59355,59487)(50000,100000)	JASDQU010242903.1	75000	134	-0.009863
(717,2896)(53804,61198)(50000,100000)	JASDQU010242954.1	75000	2181	0.524539
(886,2254)(131416,132796)(100000,150000)	JASDQU010243009.1	125000	1370	0.653493
(365,964)(157553,158176)(150000,200000)	JASDQU010243083.1	175000	601	0.062547
(765,2227)(81483,85269)(50000,100000)	JASDQU010243103.1	75000	1464	0.309521
(1497,1844)(194129,194682)(150000,200000)	JASDQU010243127.1	175000	349	0.048922
(2,30)(224318,224372)(200000,250000)	JASDQU010243147.1	225000	30	0.051307
(656,865)(119676,119892)(100000,150000)	JASDQU010243175.1	125000	211	0.336723
(931,2142)(54412,58326)(50000,100000)	JASDQU010243213.1	75000	1213	0.343321
(223,608)(102297,103358)(100000,150000)	JASDQU010243242.1	125000	387	0.022115
(609,668)(180879,181102)(150000,200000)	JASDQU010243242.1	175000	61	0.093820
(669,1052)(230183,241140)(200000,250000)	JASDQU010243242.1	225000	385	0.184839
(637,926)(74261,74575)(50000,100000)	JASDQU010243251.1	75000	291	0.187038
(515,1311)(59697,76543)(50000,100000)	JASDQU010243258.1	75000	798	0.484753
(72,870)(69526,70382)(50000,100000)	JASDQU010243271.1	75000	800	0.101159
(275,1348)(93616,94696)(50000,100000)	JASDQU010243296.1	75000	1075	0.146910
(79,242)(50000,50205)(50000,100000)	JASDQU010243300.1	75000	165	0.055218
(1966,2174)(54550,54761)(50000,100000)	JASDQU010243336.1	75000	210	0.328466
(638,1757)(108773,109910)(100000,150000)	JASDQU010243346.1	125000	1121	0.364934
(1019,1099)(58207,58292)(50000,100000)	JASDQU010243372.1	75000	82	0.036845
(605,1332)(78469,79205)(50000,100000)	JASDQU010243380.1	75000	729	0.512364
(1181,1184)(285258,285261)(250000,300000)	JASDQU010243405.1	275000	5	0.165271
(398,693)(72276,72647)(50000,100000)	JASDQU010243503.1	75000	297	0.035676
(1683,2270)(135486,136082)(100000,150000)	JASDQU010243590.1	125000	589	0.429689
(427,1775)(125544,126912)(100000,150000)	JASDQU010243633.1	125000	1350	0.718352
(786,4930)(151327,157235)(150000,200000)	JASDQU010243648.1	175000	4146	0.529905
(865,1710)(83200,86130)(50000,100000)	JASDQU010243661.1	75000	847	0.205190
(1019,1130)(100000,100117)(100000,150000)	JASDQU010243670.1	125000	113	0.497714
(1784,2232)(85179,93938)(50000,100000)	JASDQU010243695.1	75000	450	0.664895
(7,694)(62655,63344)(50000,100000)	JASDQU010243725.1	75000	689	0.203086
(714,1828)(163856,164976)(150000,200000)	JASDQU010243735.1	175000	1116	0.394677
(326,1834)(52615,69154)(50000,100000)	JASDQU010243750.1	75000	1510	0.266390
(1298,1609)(90270,90607)(50000,100000)	JASDQU010243751.1	75000	313	0.015723
(171,657)(53350,53861)(50000,100000)	JASDQU010243760.1	75000	488	0.608596
(938,1861)(66468,67498)(50000,100000)	JASDQU010243790.1	75000	925	0.710656
(66,1199)(266649,267844)(250000,300000)	JASDQU010243813.1	275000	1135	0.284370
(293,1976)(197136,199066)(150000,200000)	JASDQU010243827.1	175000	1685	0.658473
(100,112)(72013,72032)(50000,100000)	JASDQU010243840.1	75000	14	0.065874
(726,1018)(69174,69499)(50000,100000)	JASDQU010243875.1	75000	294	0.113969
(1521,1633)(183539,196729)(150000,200000)	JASDQU010243892.1	175000	114	0.415971
(1030,1694)(141252,149301)(100000,150000)	JASDQU010243897.1	125000	666	0.285969
(352,1347)(54299,55297)(50000,100000)	JASDQU010243916.1	75000	997	0.291059
(2735,3985)(50000,51379)(50000,100000)	JASDQU010243970.1	75000	1252	0.804623
(888,1800)(78780,79739)(50000,100000)	JASDQU010243981.1	75000	914	0.187126
(283,1289)(55424,57073)(50000,100000)	JASDQU010244021.1	75000	1008	0.315001
(712,761)(101539,101592)(100000,150000)	JASDQU010244024.1	125000	51	0.062528
(2395,3128)(149185,149925)(100000,150000)	JASDQU010244035.1	125000	735	0.254336
(428,1665)(102452,103826)(100000,150000)	JASDQU010244055.1	125000	1239	-0.013248
(1268,1990)(75255,76965)(50000,100000)	JASDQU010244080.1	75000	724	0.265424
(1156,2575)(51095,55703)(50000,100000)	JASDQU010244095.1	75000	1421	0.268987
(812,2518)(50805,93343)(50000,100000)	JASDQU010244097.1	75000	1708	0.602056
(953,1775)(157244,158085)(150000,200000)	JASDQU010244108.1	175000	824	0.544221
(131,2038)(172806,178823)(150000,200000)	JASDQU010244142.1	175000	1909	0.234665
(85,183)(50000,50100)(50000,100000)	JASDQU010244155.1	75000	100	0.049895
(62,2185)(65700,80792)(50000,100000)	JASDQU010244158.1	75000	2125	0.463792
(38,1470)(101665,128628)(100000,150000)	JASDQU010244198.1	125000	1434	0.039037
(364,507)(296070,296214)(250000,300000)	JASDQU010244218.1	275000	145	0.321147
(826,1237)(74125,96342)(50000,100000)	JASDQU010244220.1	75000	413	0.029975
(6,3415)(105634,110022)(100000,150000)	JASDQU010244262.1	125000	3411	0.071892
(342,923)(70092,70712)(50000,100000)	JASDQU010244318.1	75000	583	0.507436
(2231,2691)(177496,178162)(150000,200000)	JASDQU010244334.1	175000	462	0.791597
(96,746)(50000,51580)(50000,100000)	JASDQU010244370.1	75000	652	0.433377
(114,965)(150000,150954)(150000,200000)	JASDQU010244375.1	175000	853	0.274144
(4110,4450)(112111,145392)(100000,150000)	JASDQU010244413.1	125000	342	0.499570
(3917,4383)(73641,83411)(50000,100000)	JASDQU010244417.1	75000	468	0.051368
(3341,3364)(226422,226461)(200000,250000)	JASDQU010244496.1	225000	25	0.022684
(135,373)(236702,237177)(200000,250000)	JASDQU010244500.1	225000	240	0.028140
(491,1250)(75855,76700)(50000,100000)	JASDQU010244538.1	75000	761	0.325839
(542,1191)(59136,91263)(50000,100000)	JASDQU010244547.1	75000	651	0.058340
(1192,1279)(118758,118849)(100000,150000)	JASDQU010244547.1	125000	89	0.056450
(186,1412)(50001,72115)(50000,100000)	JASDQU010244557.1	75000	1228	0.807142
(1018,8292)(67236,79305)(50000,100000)	JASDQU010244563.1	75000	7276	0.309044
(199,370)(99823,99999)(50000,100000)	JASDQU010244567.1	75000	173	0.191444
(691,744)(100929,101007)(100000,150000)	JASDQU010244578.1	125000	55	0.383903
(98,307)(144301,144555)(100000,150000)	JASDQU010244581.1	125000	211	0.175719
(211,515)(144346,144689)(100000,150000)	JASDQU010244641.1	125000	306	0.018036
(155,939)(55419,60717)(50000,100000)	JASDQU010244684.1	75000	786	0.599721
(156,232)(73697,73792)(50000,100000)	JASDQU010244705.1	75000	78	0.048416
(981,2339)(134065,138720)(100000,150000)	JASDQU010244761.1	125000	1360	0.129533
(308,346)(213032,213084)(200000,250000)	JASDQU010244766.1	225000	40	0.020627
(867,2830)(53503,55472)(50000,100000)	JASDQU010244788.1	75000	1965	0.156352
(461,839)(50000,50382)(50000,100000)	JASDQU010244794.1	75000	380	0.245008
(370,669)(53147,53515)(50000,100000)	JASDQU010244800.1	75000	301	0.078829
(126,251)(69094,69220)(50000,100000)	JASDQU010244825.1	75000	127	0.419266
(716,818)(84729,84831)(50000,100000)	JASDQU010244847.1	75000	104	0.064936
(832,1316)(140740,141246)(100000,150000)	JASDQU010244892.1	125000	486	0.269787
(139,1105)(91268,92260)(50000,100000)	JASDQU010244996.1	75000	968	0.405924
(225,291)(283534,283651)(250000,300000)	JASDQU010245036.1	275000	68	0.083420
(480,619)(178618,178758)(150000,200000)	JASDQU010245045.1	175000	141	0.047162
(585,820)(220307,220552)(200000,250000)	JASDQU010245108.1	225000	237	0.436187
(3482,4488)(80013,89611)(50000,100000)	JASDQU010245110.1	75000	1008	0.096671
(757,1220)(56717,57253)(50000,100000)	JASDQU010245134.1	75000	465	0.212288
(435,2801)(101133,103519)(100000,150000)	JASDQU010245138.1	125000	2368	0.733710
(749,871)(120394,120520)(100000,150000)	JASDQU010245179.1	125000	124	0.053661
(355,944)(50000,50591)(50000,100000)	JASDQU010245186.1	75000	591	0.066137
(1669,3864)(62172,64525)(50000,100000)	JASDQU010245191.1	75000	2197	0.595294
(285,925)(66145,66824)(50000,100000)	JASDQU010245203.1	75000	642	0.840430
(678,1103)(74634,84558)(50000,100000)	JASDQU010245205.1	75000	427	0.142321
(527,965)(262561,275451)(250000,300000)	JASDQU010245206.1	275000	440	0.790885
(171,1481)(103856,105649)(100000,150000)	JASDQU010245209.1	125000	1312	0.880412
(262,816)(67971,68529)(50000,100000)	JASDQU010245273.1	75000	556	0.348222
(39,184)(86959,87127)(50000,100000)	JASDQU010245282.1	75000	147	0.131005
(971,1165)(64909,65106)(50000,100000)	JASDQU010245312.1	75000	196	0.723019
(57,276)(213131,213353)(200000,250000)	JASDQU010245356.1	225000	221	0.696718
(171,410)(59115,59446)(50000,100000)	JASDQU010245378.1	75000	241	0.769123
(1393,7694)(72926,81546)(50000,100000)	JASDQU010245390.1	75000	6303	0.144055
(493,670)(91291,91471)(50000,100000)	JASDQU010248764.1	75000	179	0.011531
(534,1139)(236455,237074)(200000,250000)	JASDQU010252726.1	225000	607	0.146487
(713,889)(101973,102153)(100000,150000)	JASDQU010262824.1	125000	178	0.024928
(278,369)(217875,218026)(200000,250000)	JASDQU010294543.1	225000	93	0.043153
(370,792)(296521,297219)(250000,300000)	JASDQU010294543.1	275000	424	0.039866
(1987,3265)(294710,296641)(250000,300000)	JASDQU010302269.1	275000	1280	0.326223
(797,1568)(66187,66981)(50000,100000)	JASDQU010305472.1	75000	773	0.563520
(1295,1389)(93203,96796)(50000,100000)	JASDQU010305473.1	75000	96	0.052405
(543,733)(62773,62975)(50000,100000)	JASDQU010305484.1	75000	192	0.033938
(469,1584)(110018,111592)(100000,150000)	JASDQU010305486.1	125000	1117	0.573375
(145,2894)(50000,82980)(50000,100000)	JASDQU010305505.1	75000	2751	0.030693
(2895,3970)(293969,295135)(250000,300000)	JASDQU010305505.1	275000	1077	0.561001
(3971,5170)(437589,438835)(400000,450000)	JASDQU010305505.1	425000	1201	0.272162
(5171,5258)(481499,481595)(450000,500000)	JASDQU010305505.1	475000	89	0.051157
(152,5356)(141189,149317)(100000,150000)	JASDQU010305507.1	125000	5206	0.482521
(879,1578)(51712,52419)(50000,100000)	JASDQU010305515.1	75000	701	0.407408
(3126,7124)(52223,58583)(50000,100000)	JASDQU010305523.1	75000	4000	0.288401
(1525,2953)(68602,91565)(50000,100000)	JASDQU010305533.1	75000	1430	0.439170
(28,531)(121603,122166)(100000,150000)	JASDQU010305538.1	125000	505	0.010009
(241,446)(250288,250498)(250000,300000)	JASDQU010305570.1	275000	207	0.781827
(693,1013)(158404,158790)(150000,200000)	JASDQU010305580.1	175000	322	0.054791
(56,642)(103333,104009)(100000,150000)	JASDQU010305663.1	125000	588	0.148157
(223,330)(83371,83515)(50000,100000)	JASDQU010305702.1	75000	109	0.046871
(475,1054)(62123,62733)(50000,100000)	JASDQU010305747.1	75000	581	0.321830
(175,4643)(118083,135814)(100000,150000)	JASDQU010305823.1	125000	4470	0.452971
(1361,1930)(95325,95914)(50000,100000)	JASDQU010305824.1	75000	571	0.680665
(805,1600)(106076,106899)(100000,150000)	JASDQU010305831.1	125000	797	0.118790
(2440,3558)(50981,61550)(50000,100000)	JASDQU010305843.1	75000	1120	0.180177
(141,827)(135897,136598)(100000,150000)	JASDQU010305915.1	125000	688	0.173932
(346,519)(63213,68065)(50000,100000)	JASDQU010305943.1	75000	175	0.067071
(781,1363)(84796,85440)(50000,100000)	JASDQU010305954.1	75000	584	0.468285
(1721,2512)(50000,51045)(50000,100000)	JASDQU010305958.1	75000	793	0.180932
(1033,1619)(113011,119956)(100000,150000)	JASDQU010305961.1	125000	588	0.245974
(691,745)(151537,163863)(150000,200000)	JASDQU010306048.1	175000	56	0.133974
(297,1939)(51119,78010)(50000,100000)	JASDQU010306077.1	75000	1644	0.289860
(237,398)(75068,96494)(50000,100000)	JASDQU010306104.1	75000	163	0.096436
(1160,3441)(139006,141322)(100000,150000)	JASDQU010306127.1	125000	2283	0.627011
(768,789)(64524,64555)(50000,100000)	JASDQU010306145.1	75000	23	0.059699
(892,990)(62415,81444)(50000,100000)	JASDQU010306189.1	75000	100	0.164432
(693,6718)(225421,234732)(200000,250000)	JASDQU010306193.1	225000	6027	0.328177
(104,260)(74185,74396)(50000,100000)	JASDQU010306217.1	75000	158	0.646091
(42,5181)(160923,169197)(150000,200000)	JASDQU010306250.1	175000	5141	0.077257
(1139,3548)(105907,109405)(100000,150000)	JASDQU010306263.1	125000	2411	0.347890
(149,436)(112434,128660)(100000,150000)	JASDQU010306281.1	125000	289	0.104841
(1277,1882)(112050,112679)(100000,150000)	JASDQU010306330.1	125000	607	0.113689
(1190,1235)(68166,68269)(50000,100000)	JASDQU010306349.1	75000	47	0.013185
(760,1336)(110428,111127)(100000,150000)	JASDQU010306355.1	125000	578	0.248171
(377,2858)(146668,149383)(100000,150000)	JASDQU010306389.1	125000	2483	0.457967
(868,1772)(159916,160831)(150000,200000)	JASDQU010306450.1	175000	906	0.571268
(3296,3693)(100000,100974)(100000,150000)	JASDQU010306459.1	125000	399	0.915318
(826,2364)(161299,172576)(150000,200000)	JASDQU010306485.1	175000	1540	0.491439
(670,2259)(76814,82500)(50000,100000)	JASDQU010306490.1	75000	1591	0.505134
(564,634)(50000,50072)(50000,100000)	JASDQU010306492.1	75000	72	0.384796
(5024,5898)(108987,109885)(100000,150000)	JASDQU010306604.1	125000	876	0.234950
(526,1051)(229264,230183)(200000,250000)	JASDQU010306658.1	225000	527	0.010030
(1232,1870)(77703,94869)(50000,100000)	JASDQU010306667.1	75000	640	0.675534
(1488,2131)(54570,55229)(50000,100000)	JASDQU010306765.1	75000	645	0.109821
(1150,1187)(130708,130774)(100000,150000)	JASDQU010306769.1	125000	39	0.056051
(1188,2065)(175285,176186)(150000,200000)	JASDQU010306769.1	175000	879	0.445566
(1858,1895)(150000,150040)(150000,200000)	JASDQU010306792.1	175000	39	0.529832
(1772,2112)(87161,91927)(50000,100000)	JASDQU010306800.1	75000	342	0.018760
(934,1705)(70120,70907)(50000,100000)	JASDQU010306812.1	75000	773	0.747170
(690,742)(162383,162474)(150000,200000)	JASDQU010306838.1	175000	54	0.235877
(1258,1875)(52775,53438)(50000,100000)	JASDQU010306904.1	75000	619	0.518508
(126,2835)(60620,64229)(50000,100000)	JASDQU010306916.1	75000	2711	0.309437
(849,948)(51456,51559)(50000,100000)	JASDQU010306933.1	75000	101	0.032784
(51,2991)(67791,70859)(50000,100000)	JASDQU010307009.1	75000	2942	0.126083
(155,178)(66163,66217)(50000,100000)	JASDQU010307044.1	75000	25	0.049300
(1239,1423)(146724,146915)(100000,150000)	JASDQU010307115.1	125000	186	0.028078
(517,646)(236508,236638)(200000,250000)	JASDQU010307131.1	225000	131	0.135688
(247,1993)(59792,97147)(50000,100000)	JASDQU010307209.1	75000	1748	0.625713
(1994,2065)(300570,300648)(300000,350000)	JASDQU010307209.1	325000	73	0.568447
(134,743)(68496,73179)(50000,100000)	JASDQU010307231.1	75000	611	0.051062
(3964,7687)(56648,74226)(50000,100000)	JASDQU010307247.1	75000	3725	0.359011
(918,2631)(97930,99802)(50000,100000)	JASDQU010307334.1	75000	1715	0.149434
(220,508)(199707,199999)(150000,200000)	JASDQU010307348.1	175000	290	0.604440
(484,536)(220492,220554)(200000,250000)	JASDQU010307357.1	225000	54	0.060183
(31,1491)(60060,66242)(50000,100000)	JASDQU010307373.1	75000	1462	0.024338
(109,765)(160621,161281)(150000,200000)	JASDQU010307395.1	175000	658	0.086208
(410,532)(61450,67740)(50000,100000)	JASDQU010307399.1	75000	124	0.030961
(2586,2715)(69775,69905)(50000,100000)	JASDQU010307403.1	75000	131	0.022749
(149,154)(80761,80769)(50000,100000)	JASDQU010307404.1	75000	7	0.058183
(174,774)(89771,90377)(50000,100000)	JASDQU010307429.1	75000	602	0.184189
(902,1197)(50000,50296)(50000,100000)	JASDQU010307468.1	75000	297	0.359941
(547,3326)(56250,59598)(50000,100000)	JASDQU010307485.1	75000	2781	0.104596
(411,504)(75653,75888)(50000,100000)	JASDQU010307492.1	75000	95	0.002989
(713,1115)(109040,109444)(100000,150000)	JASDQU010307526.1	125000	404	0.206592
(697,712)(74592,74608)(50000,100000)	JASDQU010307536.1	75000	17	0.063308
(183,713)(53431,54005)(50000,100000)	JASDQU010307542.1	75000	532	0.209499
(147,1698)(57036,80330)(50000,100000)	JASDQU010307562.1	75000	1553	0.243299
(3614,5304)(50323,52925)(50000,100000)	JASDQU010307663.1	75000	1692	0.292701
(757,920)(54516,54692)(50000,100000)	JASDQU010307703.1	75000	165	0.242621
(560,604)(100002,100065)(100000,150000)	JASDQU010307822.1	125000	46	0.871701
(114,832)(71186,87219)(50000,100000)	JASDQU010307871.1	75000	720	0.138747
(976,1588)(193150,193796)(150000,200000)	JASDQU010307888.1	175000	614	0.285527
